"PK","Name","AlternateName","Русское название", "Country","Sea","Region","Lon","Lat","Notes","OrderOfLargestUse","LargestUse","DecadeOfMostRecentReportedUse","HerdCompositions","Use_in_Jan_Feb_Mar","Use_in_Apr_May_Jun","Use_in_Jul_Aug_Sep","Use_in_Oct_Nov_Dec","LinearFeature"
132,"Point Barrow",,,"US","Chukchi","Eastern Chukchi Sea","-156.47319","71.38980","Haulout description:  
Beaches east and west of Point Barrow. 

History of use:  
Based on reports from local residents, single walruses, or small groups (of typically less than 10 animals of mixed age and sex classes), occasionally haulout along the coast in either direction from Point Barrow in September and October for period of 1 to 3 days (Joel Garlich-Miller of the USFWS oral communication with Barrow residents, 1994-2013).    Contact the North Slope Burough Division of Wildlife Management for further information.",0,"Fewer than 10 walruses",2000,"Mixed age and sex classes",0,0,1,1,1
133,"Point Franklin","Seahorse Islands; Peard Bay, Asiniak Point",,"US","Chukchi","Eastern Chukchi Sea","-159.15577","70.87299","Haulout description:  
Sandy beach extending out as a spit towards Peard Bay 20 km northeast from Wainwright.  Specific haulout sites variable within and between years.

History of use:
Wainwright residents report that groups of walruses often haulout at or near Point Franklin during the fall migration (September, October). Historic use of the Seahorse Islands in nearby Peard Bay is also noted (Huntington 2013). Landfall is typically lasts a few days (Joel Garlich-Miller of the USFWS oral communication with Wainwright residents, 2012).  Contact the Alaska Maritime National Wildlife Refuge or the Bureau of Land Management for further information.",2,"At least 100 and fewer than 1,000 walruses",2010,"Mixed age and sex classes",0,0,1,1,1
134,"Point Hope","Tikigaq; Point Hope Spit; Marryat Inlet",,"US","Chukchi","Eastern Chukchi Sea","-166.78200","68.35500","Haulout description:
Walrus haulouts occasional form along the Point Hope spit and the barrier islands offshore of Marryat Inlet. Haulout sites are variable between years (Ronald Oviok Sr. of the Eskimo Walrus Commission oral communication to the US Fish and Wildlife Service, 2013).

History of use:
Small numbers of animals occasionally haulout near Point Hope in the fall (September through October) along the Point Hope spit and the barrier islands of Marryat Inlet (Frost and others 1983; Huntington and Quakenbush 2013). During the 1920's walrus were known to occasionally haulout on the stretch of beach from the entrance to Marryat Inlet towards Cape Lisburne (Bernard 1925).  Fall use was common in the 1950's and 1960's, however use of Point Hope area beaches has dropped off substantially in recent years (Ronald Oviok Sr. of the Eskimo Walrus Commission oral communication to the US Fish and Wildlife Service, 2013).  Contact the Native Village of Point Hope for further information.",0,"Fewer than 10 walruses",2000,"Mixed age and sex classes",0,0,1,1,0
135,"Point Lay Barrier Island","Kali",,"US","Chukchi","Eastern Chukchi Sea","-163.03200","69.79500","Haulout description:
The haulout is situated on a barrier island across Kasegaluk Lagoon from the community of Point Lay. Haulout site location is somewhat variable within and between years; generally 4-10 km northeast of the village.

History of use:
Irregular sighting of walruses on the barrier islands between the communities of Point Lay and Wainwright were reported during the 1950's-1980's by pilots and community residents (Frost and others 1983, Huntington and others 2013, Walt Audi oral communication to USFWS, 2013). Since 2007, the barrier island  across the Kasegaluk lagoon from the community of Point Lay has seen regular use by large herds of walruses in the autumn (August-October) during sea ice-free conditions. In August 2007, aerial surveys recorded a large haulout of more than 1,500 animals just north of the village (Ireland and others, 2009). Large herds were also recorded during September through October of 2010, 2011, 2013 and 2014 (Clarke and others, 2011, Clarke and others, 2013, Clarke and others, 2014). Monson and others (2013) documented approximately 30,000 animals along a 1 km stretch of beach near Point Lay on 26 August, 2011.  On 27 September of 2014, the NOAA Aerial Surveys of Arctic Marine Mammals estimated a similar number (on the order of 35 thousand) of walruses on the barrier island approximately 6 nautical miles north of the abandoned village of Point Lay (ASAMM-Chukchi  Flight 240  27 September 2014, Clarke and others, 2014).  This site appears to be one of the most consistently used walrus haulout areas in the north eastern Chukchi Sea in recent years.  It has only formed when all ice has dissipated from the offshore feeding grounds in the northeastern Chukchi Sea.  It failed to form in 2008 and 2012 when sparse ice remained over the northeastern Chukchi Sea (Clarke and others 2011, Clarke and others 2013, W. Harding-Lampe of Point Lay oral communication to A. Fischbach of USGS, 2010, A. Fischbach and H. Uher-Koch of USGS personal observation, 2012).  Contact the Native Village of Point Lay for further information.",4,"At least 10,000 and fewer than 100,000 walruses",2010,"Predominately females and dependent calves",0,0,1,1,1
136,"Polovina Bay",,"бухта Половина","RU","Bering","Kamchatka and Commander Islands","166.50000","54.96667","Haulout Description:  
Southern shore of eastern Bering Island.

Historical Use:  
Only one walrus has been reported hauled out onshore during 1971, however scores of carcasses have been reported onshore during the 1970's (Vertyankin 1978).",0,"Fewer than 10 walruses",1970,"Predominately males",0,0,0,0,0
137,"Port Heiden","Strogonoff Point",,"US","Bering","Alaska Peninsula","-158.84700","56.89000","Haulout description:
Stroganoff Point and area beaches near Point Heiden.   This area is within the State of Alaska Department of Fish and Game Port Heiden Critical Habitat Area.


History of use:
A group of 40 walruses was recorded at Stroganoff Point on 30 June 1979 (Frost and others 1982; Fay and Lowry 1981). A group of 250-300 male walruses was reported at a unspecified beach near Port Heiden in August 1990 (USFWS, unpublished report, 1990).  Joe Phillips observed less than 10 walruses on the spit west of Port Heiden that forms at the eastern mouth of Port Moller during April or May of his tenure as Peninsula Air pilot (1998-2000; oral communication to A. Fischbach of the USGS, 2015).  There have been no recent monitoring efforts or reports.    For more information regarding haulout use at this site, contact the Alaska Department of Fish and Game office in King Salmon, Alaska of or the US Fish and Wildllife Service office of Marine Mammals Mangement.",2,"At least 100 and fewer than 1,000 walruses",1990,"Predominately males",0,1,1,0,0
153,"Shumnaya River Mouth",,"устье реки Шумной","RU","North Pacific","Kamchatka and Commander Islands","160.32000","54.28250","Haulout Description:  
River mouth in central Kronotskiy Bay.

Historical Use:  
One walrus reported in 1984 (Nikanorov 2000).  Semenov and others (1988) indicate that only male walruses have been reported at the Kamchatka haulouts.",0,"Fewer than 10 walruses",1980,"Not reported",0,0,0,0,0
154,"Sledge Island",,,"US","Bering","Bering Strait and Chirikov Basin","-166.21068","64.48656","Haulout description:
Sledge Island is a small island in the Bering Strait region, approximately 35 km west of Nome.  

Historical use: 
Fay and others (1986) cite historical records of thousands of walruses occupying Sledge Island in the 1830's. Frost and others (1982) reported sporadic summer use during June through August by groups up to 1,000 animals during the 1970's and 1980's. Subsistence walrus hunters report that walruses have occasionally hauled out on Sledge Island in recent years, but not in large numbers (Kawerak, 2013).  Contact the Alaska Maritime National Wildlife Refuge for further information.",3,"At least 1,000 and fewer than 10,000 walruses",2010,"not reported",0,1,1,0,0
155,"Somneniya Bay","Somneniye","бухта Сомнения","RU","Bering","Kamchatka and Commander Islands","167.78172","60.50577","Haulout Description:  
Embayment in central Olyutorskiy Bay.

Historical Use:  
Used by walruses during 1982 through 1986 (Burkanov 1988).  Semenov and others (1988) summarized the haulout as having use during June by no more than 2,000 walruses based on shipboard observations.  The composition of walruses on the haulout has been classified as 'predominantly male' based on the general understanding that only adult males occupy haulouts in Kamchatka, not based on specific observations.",3,"At least 1,000 and fewer than 10,000 walruses",1980,"Predominately males",0,1,0,0,0
156,"Somnitel'naya Spit","Somnitelnaya Spit; Doubtful Spit","Коса Сомнительная","RU","Chukchi","Wrangel Island area","-179.56153","70.86243","Haulout Description:  
Prominent spit in the center of the southern Wrangel Island shore.

Historical Use:  
First noted as used by walruses in 1926 (Ushakov 1972). Use noted during 1934-1940 (Chapskii 1940) when Gromoff (1961) indicated use by tens of thousands of walruses. From 1960 to present used by walruses regularly but with large breaks (Velizhanin 1965, Kochnev 1991, Gilbert and others 1992, Kochnev 1999, Kochnev 2001a, Kochnev 2001b, Ovsyanikov and others 2008, Kochnev 2010).  The 1964 autumn aerial survey reported use (Gol'tsev 1968).  Use by up to 32,946 walruses was reported on 10 September during the 1990 aerial survey (Gilbert and others 1992).",4,"At least 10,000 and fewer than 100,000 walruses",2000,"Predominately females and dependent calves",0,0,1,1,0
157,"Southeast Cape",,,"US","Bering","Saint Lawrence Island","-169.64879","62.93699","Haulout description: 
Southeast Cape of Saint Lawrence Island.

History of use:
Frost and others (1982) cite a report of three walruses hauled out at the Southeast Cape of Saint Lawrence Island in November, 1963. Savoonga hunters report that walrus haulouts at Southeast Cape are relatively common (Kawerak 2013). Saint Lawrence Island hunters note that small groups of walruses are occasionally encountered along the entire coastline of Saint Lawrence Island during ice free conditions (Perry Pungowiyi of Savoonga oral communication with USFWS 2013, Clarence Irigoo Sr. of Gambell oral communication with USFWS 2013).  Contact the Sivuqaq Native Corporation for further information.",0,"Fewer than 10 walruses",1960,"not reported",0,0,0,1,0
159,"Srednyaya Lagoon","Vodopadnoye rookery","лагуна Средняя","RU","Bering","Kamchatka and Commander Islands","167.37500","60.37583","Haulout Description:  
Lagoon in central Olyutorskiy Bay.

Historical Use:  
Use reported during June of 1984 and 1985 (Semenov and others 1988), however the number of walruses hauling out was not indicated.",-1,"Not Reported",1980,"Not reported",0,1,0,0,0
161,"Tyulenye Ozero Bay","Bukhta Tyulen'ye Ozero; Tyulen'e Ozero Bay; Nerpiche Ozero Bay","бухта Тюленье озеро","RU","Bering","Koryak Coast","170.62712","60.39446","Haulout Description:  
Gravel beach in small bay along the western Koryak Coast, 50 km northwest of Cape Olyutorsky.

Historical Use:  
Use by tens of walruses reported during in 1984 and 1985 beginning in late June and continuing through the autumn (Semenov and others 1988).  In 1984 (Semenov and others 1988) indicate that approximately 80 walruses were found dead here in the autumn of undetermined cause, and that the dead walruses were generally of younger age-classes than had been observed hauled out.  Semenov and others (1988) characterized this haulout as an 'unexpected place' for a haulout, suggesting that use of this haulout is unusual.  The mortality of 80 younger age-class walruses suggests that this haulout must be used by substantially more than 80 walruses, as such we classify the 'order of largest use' as 2, indicating use by hundreds of walruses.",2,"At least 100 and fewer than 1,000 walruses",1980,"Predominately males",0,1,1,0,0
162,"Ugashik Bay",,,"US","Bering","Alaska Peninsula","-157.69294","57.58921","Haulout description:
Easternmost reported haulout on the northern Alaska Peninsula, 140 km west of Naknet.  Specific haulout sites not reported.  This area is within the State of Alaska Department of Fish and Game Pilot Point Critical Habitat Area.

History of use:
Fay and Lowry (1981) report intermittent sightings of walrus haulouts in the Ugashik Bay and Cinder River areas of the Alaska Peninsula in May of 1962 and 1963.  No other information or reports.    For more information regarding haulout use at this site, contact the Alaska Department of Fish and Game office in King Salmon, Alaska of or the US Fish and Wildllife Service office of Marine Mammals Mangement, or the Pilot Point Native Corporation.",0,"Fewer than 10 walruses",1960,"not reported",0,1,0,0,0
163,"Ugol'naya Bay",,"бухта Угольная","RU","Bering","Gulf of Anadyr","179.34835","62.99065","Haulout Description:  
Embayment just north of Cape Navarin in the western Anadyr Gulf.

Historical Use:  
Pikharev (1943 unpublished report) noted that walruses haulout here before 1930, but did not indicate the time of year nor the number of walruses involved.",-1,"Not Reported",1930,"not reported",0,0,0,0,0
164,"Vasily Island","Ostrov Vasiliya","остров Василия","RU","Bering","Koryak Coast","172.83720","61.25805","Haulout Description:  
Small island in the central Koryak Coast between Cape Skladchaty and Cape Zosima.

Historical Use:  
Use by unspecified number of walruses reported during 1987 (Semenov and others 1988).   The composition of walruses on the haulout has been classified as 'predominantly male' based on the general understanding that only adult males occupy haulouts in Kamchatka, not based on specific observations.",-1,"Not Reported",1980,"Predominately males",0,1,0,0,0
165,"Verkhoturova Island","Verkhoturov Island","остров Верхотурова","RU","Bering","Kamchatka and Commander Islands","164.64868","59.62744","Haulout Description:  
Small island in central Karaginskiy Bay between Cape Goven and Karaginskiy Island.

Historical Use:  
Use in the late 19th century noted by Arsen'ev (1927). Use in 1939 reported by Nikulin (1941). Regularly used by walruses form 1979 to late 1980s with up to 6,000 reported and extensive survey efforts conducted (Pinigin and Pryanishnikov 1975, Gol'tsev, 1972, Serebrennikov 1982, Semenov and others 1988, Burkanov 1988, Burkanov and others 1988, Kitayev 1988, Chugunkov 1991, Peskov 1995, Gilbert and others 1992, Chugunkov and Kalinichenko 1996).   

Use was noted during the autumn aerial surveys of 1975, 1980, 1985 and 1990, with the largest numbers reported as 6,000 on 3 September 1990 (Fedoseev 1981, Estes and Gol'tsev 1984, Fedoseev and Razlivalov 1986, Gilbert and others 1992).  In late 1990's and 2000's use by small numbers was noted (Grachev 2000, Testin 2004).  Dr. Vladimir Burkanov observed the island during visits in late June and early July of 2002, 2004, 2008, 2010, and 2015 and observed walruses hauled out only during 2002 and 2004  (unpublished field notes National Marine Mammal Laboratory Alaska Fisheries Science Center/NOAA).  No walruses were observed during July 2007, 2009, 2010, and 2011 visits (Ovsyanikov 2012).",3,"At least 1,000 and fewer than 10,000 walruses",2000,"Predominately males",0,1,1,1,0
167,"Wainwright Area Beaches",,,"US","Chukchi","Eastern Chukchi Sea","-159.78900","70.73500","Haulout description:
Sandy beaches extending in either direction from the community of Wainwright.

History of use:
Wainwright walrus hunters report that small groups of walruses are occasionally encountered along the shoreline in either direction from the community during the fall migration (Joel Garlich-Miller of the USFWS oral communication with Wainwright area hunters, 2012; Huntington and others 2013). The mapped position represents a haulout of more than 100 walruses recorded northeast of Wainwright during August or 2007 (Ireland and others 2009).  Beached dead calves have been observed here, both during the 2009 mortality event and in July of 2014 (Fischbach and others 2009; Fischbach personal observation 2014).  Contact the Native Village of Wainwright for further information.",2,"At least 100 and fewer than 1,000 walruses",2000,"not reported",0,0,1,1,1
169,"Walrus Island",,,"US","Bering","Central Bering Sea","-169.95000","57.18000","Haulout description:
A small low Islet 15 km east of Saint Paul Island.

History of use:
The Pribilof Islands were once a historically significant haulout area for Pacific walrus, but have seen very little use over the past century (Elliot 1886, Fay 1957, Frost and others 1982, Fay and others 1986).  Walrus Island continued to be used by substantial number of walruses after Saint George and Saint Paul islands had ceased to be used following a concernted commerical harvest effots (Fay and others 1986).  Elliot (1986) reported several hundred male walruses resting here during the summer.  Walrus Island has seen little use by walruses since the 1930's; reports have been limited to lone stragglers, sick animals, and beach cast carcasses (Frost and others 1982).  Contact the Alaska Maritime National Wildlife Refuge for further information.",0,"Fewer than 10 walruses",1970,"Predominately males",0,1,1,1,0
170,"Zhupanovo village",,"поселок Жупаново","RU","North Pacific","Kamchatka and Commander Islands","159.90802","53.67392","Haulout Description:  
Headlands seaward from the village of Zhupanovo on the western shores of Kronotskiy Bay.

Historical use:  
One walrus reported in 1985, 1995 and 1997 (Naumenko and others 1986, Nikanorov 2000).  Semenov and others (1988) indicate that only male walruses have been reported at the Kamchatka haulouts, however age and sex was not reported for this haulout.",0,"Fewer than 10 walruses",1990,"Not reported",0,0,0,0,0
171,"Stuart Island","Stebbins area",,"US","Bering","Norton Sound","-162.51330","63.58210","Haulout description: 
A large island in Norton Sound, just north of the community of Stebbins.

History of use: 
Walrus hunters from the community of Stebbins report that walruses occasionally haulout at various locations on Stuart Island during the summer months. Groups range in size up to a few hundred animals (Kawerak, 2013). Stebbins hunters also report walrus sightings on the beach near Stebbins; on Biscuit Island; Rock Island; and Whale Island although these sites are not commonly used (Kawerak 2013).  For further information contact the Alaska Maritime National Wildlife Refuge or the Stebbins Native Corporation.",2,"At least 100 and fewer than 1,000 walruses",2010,"not reported",0,1,1,0,0
172,"Tigil Bay",,"Бухта Тигиль","RU","Bering","Koryak Coast","170.95884","60.50407","Haulout Description:  
Embayment southwest of Burunnye Islands and northeast of Tyulenye Ozero Bay.

Historical use: 
During three months of the summer of 1990, over one hundred walruses were reported (Kalinichenko 1991).",2,"At least 100 and fewer than 1,000 walruses",1990,"Predominately males",0,0,1,0,0
173,"Oksenof Point","Unimak Island; Oksenof  Point",,"US","Bering","Alaska Peninsula","-164.35797","54.89940","Haulout Description:  Western side of Urilia Bay to the east of the Tugamuk Range, 8 km to the east of Oksenof Point, which is on the central north coast of Unimak Island 110 km west of Izembek Lagoon.

Historical Use:  Walrus were reported to have been numerous north of Unimak Island prior to the arrival of commerial hunters in the late 1890's (Murie 1959).  On 29 September 2014 Izembek National Wildlife Refuge staff observed and enumerated  2,073 walruses from photographs near Oksenof Point (Lowe 2015).  Additional aerials counts of 700-800 walruses on 22 September 2014,  1,166 walruses on 30 October 20-14, and 103 walruses on 18 November 2014 are reported by the Izembek NWR (Lowe 2015).   We classified this haulout as a predominantly male haulout based on examination of photographs that revealed only adult walruses and the general understanding that only male walruses occupy the southwestern Bering Sea during ice-free seasons.  Contact the Alaska Maritime National Wildlife Refuge, or the offices of the Izembek National Wildlife Refuge for further information.",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Predominately males",0,0,1,1,0
174,"Cape Greig",,,"US","Bering","Bristol Bay","-157.69677","57.72908","Haulout Description:  Groups of walruses have been observed along the sandy and muddy beach on the north side of Cape Greig and up to 1/4 mile north of the cape.  The cape is 7 nautical miles north of the mouth to Ugashik Bay.   The haulout location coincides with the prominent sandy area atop the bluff and is situated along the beach at the easternmost side of the high bluff.

Historical Use:  During early March of 2016 Alaska Peninsula National Wildlife Refuge Wildlife Biologist D. Watts repeatedly observed walruses hauling out on the beach during overflights.  All walruses present appeared to be male.  Watts estimated 120 walruses on shore on 4 March, 120 on 5 March, and 50-70 on 16 March 2016 (written communication to A.S. Fischbach).   Photos taken by D. Watts on 5 April 2016 indicate more than 1,100 walruses (photo count from written communication to A.S. Fischbach).  Photos taken on 21 April 2016 by J. King of King Air in Naknek/King Salmon indicate approximately 1,500 walruses present in two groups along the beach separated by approximately 40 yards.  Photos taken by USGS Wildlife Biologist S. Schoen on the morning and evening of 3 May 2016 indicate at least 3,000 walruses present (based on a complete count of stitched photos, USGS unpublished data).  On 29 May 2016 photo counts indicated approximately 1,000 walrueses hauled out on shore with many more in the surf and adjacent waters (D. Watts / A.SS. Fischbach unpublished data).  Public testimony from a Dillingham resident during an April 2016 public meeting with the FWS Togiak National Wildlife Refuge manager, A. Miller indicated that local residents, including N. van Vactor, had no recollection of walruses using this location prior to the spring of 2016.   Contact the Alaska Peninsula National Wildlife Refuge for further information.",3,"At least 10 and fewer than 100 walruses",2010,"Predominately males",1,1,0,0,0
175,"Kamen' Kozlov",,"Камень Козлов","RU","Bering","Kamchatka and Commander Islands","161.70746","54.48835","Haulout Description:
Steller sea lion rookery on offshore rock Kamen' Kozlov near the Kozlov Cape situated at southen end of Kronotsky Peninsula.

Historical Use:
Based on photographic data recorded by time laps cameras installed for a sea lion rookery study, one female walrus with a calf hauled out on shore here for about week in late July of 2014  (V. Burkanov National Marine Mammal Laboratory Alaska Fisheries Science Center/NOAA unpublished data) .",0,"Fewer than 10 walruses",2010,"Predominately females and dependent calves",0,0,1,0,0
138,"Port Moller","Deer Island; Entrance Point; Harbor Point; Herendeen Bay; Point Divide; Walrus Island; Wolf Point",,"US","Bering","Alaska Peninsula","-160.69100","55.97300","Haulout description:
Several walrus haulout sites have been reported on sand bars and spits in and around Port Moller and Nelson Lagoon. Named sites include: Deer Island; Entrance Point; Harbor Point; Herendeen Bay; Point Divide; Walrus Island (part of the Kudobin Islands); and Wolf Point (eastern point of Walrus Island; Frost and others 1982; USFWS unpublished reports).   This area is within the State of Alaska Department of Fish and Game Port Moller Critical Habitat Area.

History of use:
Port Moller is a historically important haulout area for Pacific walruses with documented use dating back to the 1800's (Fay 1957). The area saw little to no use between 1900-1950 (Fay 1957); intermittent use by small numbers of males in the 1960's; and regular use by herds ranging in size from tens to thousands of animals in the late 1970's and early 1980's (Fay and Lowry 1981; Frost and others 1982; USFWS unpublished reports). During April or May Peninsula Air pilot Joe Phillips observed less than 10 walruses here during his tenure as a Peninsula Air pilot (1998-2000; oral communication to A. Fischbach of the USGS, 2015).  There have been no recent monitoring efforts or reports.  Contact the Alaska Maritime National Wildlife Refuge for further information.",3,"At least 1,000 and fewer than 10,000 walruses",1990,"Predominately males",0,1,1,0,0
139,"Predatel'skaya Spit","Traitor","коса Предательская","RU","Chukchi","Wrangel Island area","179.44276","70.85516","Haulout Description:  
Spit on southern shore of Wrangel Island between Cape Blossom and Somnitel'naya Spit.

Historical Use:  
Use noted between 1934 and 1945 without an indication of the number or composition of walruses hauled out (Mineev 1946, Kochnev 2001, Kochnev 2010).",-1,"Not Reported",1940,"Not reported",0,0,0,0,0
140,"Punuk Islands",,,"US","Bering","Saint Lawrence Island","-168.80936","63.08049","Haulout description:
The Punuk Islands are a chain of three small islets in the northern Bering Sea off the eastern end of St. Lawrence Island. Walrus haulouts have been documented on all three islands; the two northern-most islands are used most extensively (Perry Pungowiyi of Savoonga oral communication to J. Garlich-Miller, 2013).

History of use:
Elliot (1886) indicated the presence of more than 150 male walruses hauling out here during August of 1874.  Murie (1936) indicated that no walruses had hauled out here during the 1920's, but that use began again during the 1930's.  Mr. Lawrence Kuluknon, who resided near the Punuk islands (1916-1942) noted an unusual mortality event and large numbers of walruses during two autumns between 1930 and 1932.  Fay and Kelly (1980) note that L. Kulukon indicated that during these autumns the haulout atained an extent similar to that documented in 1978 when an estimated 50-60 thousand walruses were present, but that no such large haulout occurred again during his residnce.   Shiller (1954) recounts the observation of Savoonga resident, Irwing Ifkuluk's, account of 54 carcasses being found here in the spring of 1949.  Murie (1936) recounts local observations of walruses found crushed onshore here during the spring of 1935.  Frost and others (1982) report that the Punuk Islands were used intermittently in the 1950's-1970's by ""hundreds"" of walruses.  Large herds (up to several thousand animals) were observed most years in the 1970's and 1980's. Fay and Kelly (1980) documented a mass mortality event at the Punuk island in 1978. They estimated that between 50-60,000 walruses occupied the Punuk Islands during October through November of 1978. Regular use of the islands has been reported since the 1980's by up to several thousand walruses of mixed age and sex classes in late autumn (October through December) most years (Perry Pungowiyi of Savoonga oral communication to J. Garlich-Miller, 2013; Kawerak 2013).  Contact the Sivuqaq Native Corporation for further information.",4,"At least 10,000 and fewer than 100,000 walruses",2010,"Mixed age and sex classes",0,0,0,1,0
141,"Puwtyn Spit","Poutyn; Pouten Bay","коса Пувтын","RU","Bering","Bering Strait and Chirikov Basin","-170.53423","65.85003","Haulout Description:  
Spit at the mouth of a river on the southern bounds of Pooten Bay.

Historical Use:  
Gol'tsev (1968) noted use in 1965 by approximately 7,000 walruses.",3,"At least 1,000 and fewer than 10,000 walruses",1960,"Not reported",0,0,1,0,0
142,"Ratmanov Island","Big Diomede Island","остров Ратманова","RU","Bering","Bering Strait and Chirikov Basin","-169.09903","65.75147","Haulout Description:  
Southern shore of Ratmanov Island (Big Diomede Island).

Historical Use:  
First noted by Nikulin (1941) as used in 1934. Use by walruses during 1966 through 1973 (Kosygin 1975). Use was noted during the 1980's through the 1990's (Kochnev unpublished data of ChukotTINRO). Fay (1982) notes use by large herds of males in September.  Use by 4,228 walruses on 29 September 1975 was noted during the 1975 aerial survey (Estes and Gol'tsev, 1984). No use was observed during the 1990 aerial survey (Gilbert and others 1992).  Local residents and travelers report use during the 2000's and 2010’s (oral communication to A.A. Kochnev of ChukotTINRO).  Small numbers of walruses (no more 100) noted in 2014 (E. Rypkhirgyn oral communication to ChukotTINRO).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"not reported",0,0,1,0,0
143,"Retkyn Spit","Rudera spit; Rudder Spit; Redkyn; Cape Bering; and Retken","коса Рэткын","RU","Bering","Gulf of Anadyr","-176.02206","65.38976","Haulout Description:  
Gravelly spit 1000 m long extending in a northwestern direction parallel to the mainland shore on the eastern side of the central embayment in northern Gulf of Anadyr.

Historical Use:  
Use was first noted in the late 19th and early 20th centuries by Suvorov (1914). During the 20th century this spit received use nearly every year by male walruses that established the haulout by the end of June (Arsen'ev 1927, Zenkovich 1938, Belopol'sky 1939, Nikulin 1941, Pikharev 1943 unpublished report, Geller 1957, Yablokov and Bel'kovich 1962, Krylov and others 1964, Kleinenberg and others 1964, Krylov 1966, Krylov 1968, Mymrin and Grachev 1986, Grachev 1988, Mymrin and others 1988, Mymrin and others 1990, Grachev and Mymrin 1991, Krylov 2001, Kochnev 2004). Use is well known and monitoring efforts have been conducted by ChuktTINRO and the ""Haulout Keepers"" project (Smirnov and others 2002, Pereverzev 2006, Kochnev and others 2008, Kryukova and others 2010, Kochnev 2012).  Use was noted during the 1960, 1964, 1975, 1980, 1985 and 1990 aerial surveys (Fedoseev 1966,  Gol'tsev 1968, Fedoseev 1981, Estes and Gol'tsev 1984, Fedoseev and Razlivalov 1986,  Gilbert and others 1992).  In October of 1990 aerial survey efforts reported 255 animals here (Gilbert and others 1992).  Additional haulouts have been observed near Retkyn Spit including (1) Kaymatkyn Bay, which is described as a separate haulout record; (2) Cape Ivyrgyn, which is described under the Kaymatkyn Bay haulout record; and (3) Cape Chirikova, which is described under the Kaymatkyn Bay haulout record (see Kochnev 2012 for details).  

Between 1980 and 2000 numbers of walruses on the Retkyn Spit often exceeded 10,000: 
12,000 in 1980 (Fedoseev, 1981); 
24,000 in 1983 (Grachev, 1988); 
35,000 in 1984 (Mymrin and Grachev, 1986); 
25,000 in 1985 (Mymrin and others, 1990); 
12,000 in 1986 (Grachev, 1988); 
13,000 in 1988 (Grachev, Mymrin, 1991); 
12,000 in 1997 (Unpublished data of ChukotTINRO); and 
20,000 in 2000 (Unpublished data of ChukotTINRO).",4,"At least 10,000 and fewer than 100,000 walruses",2010,"Mixed age and sex classes",0,1,1,1,1
144,"Rogers Spit",,"коса Роджерс","RU","Chukchi","Wrangel Island area","-178.49321","70.96961","Haulout Description:  
Spit on south of Wrangel Island between Davydov Spit and Cape Waring.

Historical Use:  
Mineev (1935) reports use by hundreds of walruses in the surf zone during 1933, however a published photo indicates more than one thousand walruses onshore (page 379 in Mineev 1946).  Used reported between 1934 and 1945 (Chapskii 1940, Kochnev 2001). Small numbers of walruses noted in 1990 (Kochnev unpublished data).",3,"At least 1,000 and fewer than 10,000 walruses",1990,"not reported",0,0,1,0,0
145,"Round Island","Qayassiq; Kaiashikh","Морж; Остров Каяшик; Орстров Круглый","US","Bering","Bristol Bay","-159.97431","58.60412","Haulout description:
Walruses primarily haulout along the beaches on the east and west sides of the narrow ridge on the north side of the island, as well as several pocket beaches on the east of the island.  Round Island is part of the Walrus Islands State Game Sanctuary in northern Bristol Bay, established in 1960 by the Alaska Legislature (Alaska Statute 16.20.090).  Since 1989, all access to Round Island and its surrounding waters within a three mile radius requires an access permit issued by the ADF&G, Division of Wildlife Conservation (Alasks State Regulation 5AAC 92.066).  In addition, restrictions have been placed on visitor numbers and their activities in order to preserve the important resources at Round Island (Alaska Administrative Code 5 AAC 92.066).

History of use:
The Walrus Islands are a historically important haulout area for Pacific walruses, with sighting records dating back to the 1800's (Korsakovskiy 1818 in VanStone 1988, Fay 1957, Frost and others 1982).  Archaeological work indicates use by native Alaskans associated with walrus hunting back to almost 6,000 years before present (Schaaf, 2015).   Round Island is the most consistently used terrestrial haulout site in Bristol Bay.  Annual monitoring reports may be found on-line through the Alaksa Resource Library and Information Service (http://www.arlis.org/docs/vol1/RoundIsland/713905939etc.html).  The Island is typically occupied by adult male walruses from April through September, occasionally into October and November, with peak use usually occurring during July and August.  Haulout use has been monitored annually by the Alaska Department of Fish and Game since the 1980's, with peak haulout counts ranging from 1,746 - 15,000 animals (Udevitz and others 2005, Weiss and Morrill 2013).  For more information regarding haulout use at this site, contact the Alaska Department of Fish and Game office in Dillingham, Alaska, or view the web site http://www.adfg.alaska.gov/index.cfm?adfg=walrusislands.resources).",4,"At least 10,000 and fewer than 100,000 walruses",2010,"Predominately males",0,1,1,1,0
147,"Russkaya Koshka Spit","Cape Vasiliya; Cape Gedeona","коса Русская Кошка","RU","Bering","Gulf of Anadyr","178.59202","64.57132","Haulout Description:  
Spit at the northern mouth of the Anadyr River in the western Gulf of Anadyr.

Historical Use:  
First notes about walruses use in 17 Century (Smirnov 1988, Fay and others 1986). Regularly use in 1980's (Smirnov 1988, Grachev 1988). Use by walruses in 2000 and 2013 by up to 4,100 walruses (A.A. Kochnev unpublished data).",3,"At least 1,000 and fewer than 10,000 walruses",2010,"Predominately males",0,0,1,1,0
